timestamp,faceRotaion-x,faceRotaion-y,faceRotaion-z,faceRotaion-w,facePosition-x,facePosition-y,facePosition-z,deviceRotation-x,deviceRotation-y,deviceRotation-z,deviceRotation-w,devicePosition-x,devicePosition-y,devicePosition-z,rightEyePotision-x,rightEyePotision-y,rightEyePotision-z,leftEyePotision-x,leftEyePotision-y,leftEyePotision-z,rightEyeLookAtPosition-x,rightEyeLookAtPosition-y,rightEyeLookAtPosition-z,leftEyeLookAtPosition-x,leftEyeLookAtPosition-y,leftEyeLookAtPosition-z,rightEyeLookAtPoint-x,rightEyeLookAtPoint-y,leftEyeLookAtPoint-x,leftEyeLookAtPoint-y,centerEyeLookAtPoint-x,centerEyeLookAtPoint-y,rightEyeBlink,leftEyeBlink,rightEyeDistance,leftEyeDistance,operationType,operationPoint-x,operationPoint-y
2020111917072869500,-0.033464827,-0.0047025904,-0.010838661,0.9993701,-0.0119565725,-0.047389198,-0.27109888,0.0603313,-0.005865566,0.0103480145,0.9981076,0.0,0.0,0.0,-0.044237606,-0.017366713,-0.24471276,0.021265771,-0.01844505,-0.24397226,0.09786046,0.05961089,1.7487473,0.0047527608,0.06123691,1.7543718,-86.07004547,767.98101807,417.55200195,758.48309326,156.86128235,136.37290955,0.0146533875,0.014509503,0.24928477,0.24559094,gazeTarget,234.00000000,475.00000000
2020111917072869700,-0.033076286,-0.0046377797,-0.010817365,0.99938357,-0.0119900005,-0.047213323,-0.27117565,0.060788464,-0.005996178,0.01006343,0.9980819,0.0,0.0,0.0,-0.04426906,-0.017212756,-0.2447622,0.021234456,-0.018288905,-0.24403057,0.097744524,0.05841372,1.7487559,0.004574394,0.060033076,1.7543662,-86.49446106,767.85870361,417.00839233,758.38983154,157.25059509,135.56797791,0.014283935,0.014141142,0.24932821,0.24563448,gazeTarget,234.00000000,475.00000000
2020111917072869800,-0.03299582,-0.0050812694,-0.010439504,0.9993881,-0.012030026,-0.047156554,-0.2712896,0.06116171,-0.006207262,0.009748542,0.99806106,0.0,0.0,0.0,-0.044355422,-0.01718527,-0.24489957,0.021148259,-0.018210083,-0.24411157,0.09605643,0.059362337,1.7486963,0.002867708,0.060915366,1.7542388,-89.49172211,769.58636475,413.89251709,760.53186035,157.43141174,134.08023071,0.013987629,0.013844698,0.24947652,0.24570169,gazeTarget,234.00000000,475.00000000
2020111917072869900,-0.032978833,-0.005510431,-0.009439748,0.9993964,-0.011946769,-0.04724454,-0.2713842,0.06121055,-0.00645274,0.01010848,0.9980529,0.0,0.0,0.0,-0.044353746,-0.017339261,-0.24501938,0.021151232,-0.01823131,-0.24417949,0.09411932,0.060716003,1.7486539,0.00092069805,0.0620882,1.7541049,-91.99472809,770.00842285,411.31118774,762.04803467,157.71452332,132.50640869,0.013678,0.013536016,0.2496045,0.24577099,gazeTarget,234.00000000,475.00000000
2020111917072870000,-0.034337737,-0.0061349883,-0.00788493,0.9993604,-0.01168857,-0.047996953,-0.27126917,0.05993595,-0.006778399,0.011374726,0.99811435,0.0,0.0,0.0,-0.04421869,-0.018121133,-0.24502283,0.021287797,-0.018805522,-0.2441074,0.09118457,0.066626795,1.7485881,-0.0020228308,0.067726016,1.753884,-94.63569641,770.49670410,408.69277954,764.22491455,158.15126038,131.36436462,0.013388744,0.0132477805,0.24963945,0.24575444,gazeTarget,234.00000000,475.00000000
2020111917072870100,-0.033971895,-0.006026373,-0.007992765,0.9993727,-0.011722502,-0.047965195,-0.2711919,0.059880793,-0.0068624425,0.0113937715,0.9981169,0.0,0.0,0.0,-0.04424073,-0.01810158,-0.24491696,0.021265771,-0.018800937,-0.2440154,0.09074326,0.06591885,1.7487535,-0.0024977382,0.067038596,1.7540009,-95.52429962,769.61053467,407.85906982,763.22674561,158.75486755,130.86705017,0.013079956,0.012941028,0.24953803,0.24566078,gazeTarget,234.00000000,475.00000000
2020111917072870300,-0.033934608,-0.005626181,-0.007966443,0.9993765,-0.011696721,-0.0480965,-0.27095667,0.059382807,-0.0069954833,0.011725179,0.99814194,0.0,0.0,0.0,-0.04419466,-0.018235855,-0.24465328,0.021312553,-0.018933585,-0.24380425,0.09154125,0.06607488,1.7489536,-0.0017235596,0.06719375,1.7542077,-94.20068359,768.31091309,409.36895752,761.96105957,159.53269958,130.91438293,0.012769403,0.012633003,0.24928086,0.24546531,gazeTarget,234.00000000,475.00000000
2020111917072870400,-0.034088537,-0.0052083875,-0.0075204065,0.999377,-0.011564523,-0.048125237,-0.27076977,0.059102166,-0.0072360137,0.012640722,0.9981457,0.0,0.0,0.0,-0.04406535,-0.018284537,-0.24444732,0.021443166,-0.018925585,-0.24365492,0.092457004,0.066789046,1.7490737,-0.00083132274,0.06782807,1.754339,-91.87712860,768.74548340,411.83209229,762.88781738,160.31349182,130.89331055,0.0124391485,0.012306099,0.24905936,0.24532776,gazeTarget,234.00000000,475.00000000
2020111917072870500,-0.032950956,-0.004870728,-0.008121393,0.99941206,-0.011398553,-0.047370333,-0.27066326,0.060097292,-0.0077734166,0.012851281,0.99807954,0.0,0.0,0.0,-0.04384696,-0.017550591,-0.24425253,0.021661207,-0.018272791,-0.24350213,0.09333369,0.062727705,1.7494217,6.213039e-05,0.0638662,1.7546939,-88.76602173,770.37640381,415.13891602,763.87030029,160.90193176,130.68356323,0.012134485,0.01200456,0.24877676,0.24514565,gazeTarget,234.00000000,475.00000000
2020111917072870600,-0.032524355,-0.004614075,-0.00888237,0.9994208,-0.011433864,-0.046963304,-0.2705101,0.060500525,-0.007938376,0.01273871,0.99805534,0.0,0.0,0.0,-0.043824457,-0.017116703,-0.24405879,0.021682853,-0.017940005,-0.24333893,0.09427705,0.061407037,1.7496219,0.001011597,0.062684864,1.7549286,-87.43335724,772.88537598,416.63177490,765.54882812,161.13998413,130.14839172,0.011766809,0.01164151,0.24855232,0.24496086,gazeTarget,234.00000000,475.00000000
2020111917072870700,-0.031964973,-0.004396366,-0.009797671,0.99943125,-0.011391131,-0.046468284,-0.2704148,0.061128687,-0.0083001675,0.012480306,0.9980174,0.0,0.0,0.0,-0.043717146,-0.01659214,-0.24391787,0.0217888,-0.017536668,-0.24322297,0.09462263,0.058955215,1.7498611,0.0013620779,0.06039481,1.7551539,-86.05659485,774.71899414,418.13076782,766.38378906,161.16958618,129.41644287,0.011419639,0.011298813,0.24835944,0.24482585,gazeTarget,234.00000000,475.00000000
2020111917072870900,-0.032016553,-0.0042459187,-0.009962415,0.99942863,-0.0114864465,-0.04637392,-0.27029127,0.061128687,-0.0083001675,0.012480306,0.9980174,0.0,0.0,0.0,-0.043794602,-0.016484186,-0.24378788,0.021711225,-0.017450882,-0.24311197,0.09481719,0.058341555,1.7499994,0.001545528,0.059807763,1.7552934,-86.63952637,774.89428711,417.64242554,766.37756348,161.19403076,128.66528320,0.011279331,0.011158341,0.24823825,0.24470255,gazeTarget,234.00000000,475.00000000
